Kasabian,"October 21, 2014 at 01:55PM",Club Foot,0.951018,"garage rock,madchester,neo-psychedelic,indie rock,rock"
Arctic Monkeys,"October 29, 2014 at 03:14PM",Why'd You Only Call Me When You're High?,0.36768,"sheffield indie,permanent wave,indie rock"
The Neighbourhood,"October 29, 2014 at 03:17PM",Float,0.878426,"shimmer pop,shiver pop,indietronica"
Franz Ferdinand,"October 29, 2014 at 03:21PM",You're the Reason I'm Leaving,0.932885,"dance-punk,indie rock,rock"
The Strokes,"October 29, 2014 at 03:24PM",The Modern Age,0.891991,"garage rock,indie rock,permanent wave"
Cage the Elephant,"October 29, 2014 at 03:28PM",Come a Little Closer,0.681982,"garage rock,punk blues,indie rock"
Grouplove,"October 29, 2014 at 03:32PM",Tongue Tied,0.937035,"shimmer pop,indietronica,indie pop,stomp and holler,indie folk,indie rock"
The Neighbourhood,"October 29, 2014 at 03:36PM",Everybody's Watching Me (Uh Oh),0.9437,"shimmer pop,shiver pop,indietronica"
The Last Shadow Puppets,"October 29, 2014 at 03:40PM",Calm Like You,0.747896,"sheffield indie,british indie rock,garage rock,indie rock,rock"
Matt & Kim,"October 29, 2014 at 03:42PM",Daylight,0.792862,"indie pop,indietronica,stomp pop,indie rock,alternative dance,dance-punk,synthpop"
Ratatat,"October 29, 2014 at 09:01PM",Gettysburg,0.645929,"indietronica,dance-punk,alternative dance,new rave,post rock,synthpop"
Crystal Castles,"October 29, 2014 at 09:08PM",Magic Spells,0.691187,"new rave,alternative dance,electroclash,indietronica,nintendocore,synthpop,dance-punk,digital hardcore,electro house,chiptune,nu gaze"
Nightmares on Wax,"October 29, 2014 at 09:14PM",You Wish,0.262782,"downtempo,trip hop,chill-out,nu jazz,ninja,electronic,acid jazz,big beat,turntablism,intelligent dance music"
Air,"October 29, 2014 at 09:17PM",Alpha Beta Gaga,0.829772,"electronic,chill-out,trip hop,ambient"
DJ Shadow,"October 29, 2014 at 09:22PM",Organ Donor (Extended Overhaul),0.639825,"turntablism,trip hop,downtempo,ninja,electronic"
Rhod,"October 31, 2014 at 11:44AM",Trouble,0.495524,"coverchill,deep downtempo fusion"
Everything But the Girl,"October 31, 2014 at 01:46PM",Single (Photek remix),0.447261,"chill-out,electronic,trip hop,new wave pop,downtempo,big beat"
Massive Attack,"October 31, 2014 at 01:51PM",Future Proof,0.219879,"trip hop,chill-out,electronic,downtempo,trance hop"
Morcheeba,"November 01, 2014 at 08:27PM",Recipe For Disaster,0.217143,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
Flunk,"November 01, 2014 at 08:32PM",Morning Star (Parliavox remix),0.51443,"chill-out,trip hop,downtempo,lounge,electronic"
All India Radio,"November 01, 2014 at 08:38PM",Lo Fi Groovy,0.38732,downtempo fusion
Josh One,"November 01, 2014 at 08:41PM",Narrow Path,0.689755,deep downtempo fusion
Everything But the Girl,"November 01, 2014 at 08:46PM",Single,0.414393,"chill-out,electronic,trip hop,new wave pop,downtempo,big beat"
Little People,"November 01, 2014 at 08:51PM",Start Shootin',0.835575,trip hop
Radio Citizen,"November 02, 2014 at 08:27PM",The Hop,0.659588,"nu jazz,chill-out,downtempo"
The Chemical Brothers,"November 03, 2014 at 09:31PM",One Too Many Mornings,0.379118,"big beat,electronic,breakbeat,house,alternative dance"
Worm Is Green,"November 03, 2014 at 09:36PM",Optimistic,0.580437,"icelandic pop,electronica"
Everything But the Girl,"November 03, 2014 at 09:40PM",Single (Brad Wood Memphis remix),0.604942,"chill-out,electronic,trip hop,new wave pop,downtempo,big beat"
Astaire,"November 03, 2014 at 09:45PM",L-L-Love,0.706143,
RJD2,"November 03, 2014 at 09:54PM",Seven Light Years,0.667593,"turntablism,trip hop,ninja,downtempo,nu jazz,underground hip hop,chill-out,big beat,electronic"
Percal,"November 03, 2014 at 09:59PM",Grito Nocturno,0.578966,deep downtempo fusion
Natural Self,"November 04, 2014 at 11:40AM",Feet Keep Moving,0.493419,deep funk
Hard-Fi,"November 04, 2014 at 11:42AM",Fire in the House,0.887957,"dance-punk,british indie rock,britpop,indie rock,garage rock,new rave,madchester,rock"
Fischerspooner,"November 04, 2014 at 11:46AM",Never Win,0.792409,"electroclash,alternative dance,synthpop,new rave,indietronica,electronic,dance-punk,electro house,house,big beat"
Kasabian,"November 04, 2014 at 11:50AM",Where Did All the Love Go?,0.812471,"garage rock,madchester,neo-psychedelic,indie rock,rock"
Modest Mouse,"November 04, 2014 at 11:55AM",Dashboard,0.896132,"indie rock,lo-fi,alternative rock,indie pop,neo-psychedelic,indie folk,noise pop,chamber pop"
Yeah Yeah Yeahs,"November 04, 2014 at 12:03PM",Maps,0.92167,"indie rock,dance-punk,garage rock,indie pop,indietronica,synthpop"
Hard-Fi,"November 04, 2014 at 12:07PM",Cash Machine (Radio Edit),0.661183,"dance-punk,british indie rock,britpop,indie rock,garage rock,new rave,madchester,rock"
Kasabian,"November 04, 2014 at 01:37PM",Processed Beats,0.741227,"garage rock,madchester,neo-psychedelic,indie rock,rock"
Rock Kills Kid,"November 04, 2014 at 01:40PM",Midnight,0.741551,stomp pop
Bloc Party,"November 04, 2014 at 01:44PM",Pioneers,0.953854,"dance-punk,indie rock,indietronica"
Hard-Fi,"November 04, 2014 at 01:48PM",Cash Machine,0.626896,"dance-punk,british indie rock,britpop,indie rock,garage rock,new rave,madchester,rock"
The Cinematics,"November 04, 2014 at 01:51PM",Break,0.937831,"british indie rock,dance-punk,scottish rock,indie rock,new rave"
Rock Kills Kid,"November 04, 2014 at 01:56PM",Don't Want To Stay,0.889057,stomp pop
Kasabian,"November 04, 2014 at 02:00PM",Butcher Blues,0.556273,"garage rock,madchester,neo-psychedelic,indie rock,rock"
Arctic Monkeys,"November 04, 2014 at 02:04PM",Fluorescent Adolescent,0.780761,"sheffield indie,permanent wave,indie rock"
Bloc Party,"November 04, 2014 at 02:07PM",Kreuzberg,0.657342,"dance-punk,indie rock,indietronica"
Bloc Party,"November 04, 2014 at 07:47PM",Blue Light,0.663866,"dance-punk,indie rock,indietronica"
Eagles of Death Metal,"November 04, 2014 at 07:50PM",I'm Your Torpedo,0.460433,"garage rock,punk blues,stoner rock"
Kasabian,"November 04, 2014 at 07:56PM",Club Foot,0.951018,"garage rock,madchester,neo-psychedelic,indie rock,rock"
Hard-Fi,"November 04, 2014 at 07:59PM",Tonight,0.709713,"dance-punk,british indie rock,britpop,indie rock,garage rock,new rave,madchester,rock"
Muse,"November 04, 2014 at 08:04PM",Map of the Problematique,0.956038,"permanent wave,piano rock,rock"
Morcheeba,"November 04, 2014 at 10:17PM",The Music That We Hear,0.823934,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
Emilíana Torrini,"November 04, 2014 at 10:22PM",Fingertips,0.614683,"icelandic pop,chill-out,trip hop"
Nightmares on Wax,"November 04, 2014 at 10:30PM",Passion,0.2035,"downtempo,trip hop,chill-out,nu jazz,ninja,electronic,acid jazz,big beat,turntablism,intelligent dance music"
Röyksopp,"November 04, 2014 at 10:38PM",What Else Is There?,0.924831,"electronic,chill-out,trip hop,downtempo,alternative dance,synthpop"
Natalie Imbruglia,"November 04, 2014 at 10:43PM",Leave Me Alone,0.614058,"pop rock,lilith,new wave pop,europop,neo mellow,australian pop,dance pop"
Flunk,"November 04, 2014 at 10:47PM",Morning Star,0.861916,"chill-out,trip hop,downtempo,lounge,electronic"
Radio Citizen,"November 04, 2014 at 10:51PM",El Cielo,0.306223,"nu jazz,chill-out,downtempo"
Dido,"November 04, 2014 at 10:59PM",Who Makes You Feel,0.515287,"pop christmas,new wave pop,folk christmas,lilith,pop rock,neo mellow,folk-pop,pop"
Bebel Gilberto,"November 04, 2014 at 11:03PM",Cada Beijo (Thievery Corporation Mix),0.799837,"bossa nova,mpb,brazilian pop music,samba,lounge"
Thievery Corporation,"November 04, 2014 at 11:08PM",Holographic Universe,0.714986,"downtempo,chill-out,acid jazz,trip hop,lounge,nu jazz,electronic"
MGMT,"November 05, 2014 at 09:32AM",Electric Feel,0.771702,"indietronica,alternative dance,dance-punk,neo-psychedelic,new rave,synthpop,indie pop,indie rock"
White Town,"November 05, 2014 at 09:36AM",Your Woman,0.60484,"indie christmas,madchester,synthpop"
Coconut Records,"November 05, 2014 at 09:41AM",West Coast,0.581678,"indie pop,indie folk,chamber pop,stomp and holler,indie rock"
Edward Sharpe & The Magnetic Zeros,"November 05, 2014 at 05:09PM",Home,0.54168,"indie folk,indie pop,stomp and holler,folk-pop,chamber pop,indie rock"
The Blow,"November 05, 2014 at 05:14PM",True Affection,0.343975,
Citizen Cope,"November 05, 2014 at 07:00PM",Let The Drummer Kick,0.662306,"neo mellow,jam band,acoustic pop"
Miike Snow,"November 05, 2014 at 07:04PM",Black & Blue,0.698185,"indietronica,alternative dance,synthpop,new rave,indie pop"
Bright Eyes,"November 05, 2014 at 07:08PM",First Day of My Life,0.221274,"indie christmas,indie folk,chamber pop,stomp and holler,indie pop,slow core,folk christmas,lo-fi,indie rock"
Broken Bells,"November 05, 2014 at 07:11PM",The High Road,0.62218,"indie pop,indietronica,indie rock,stomp and holler,indie folk,folk-pop"
Two Door Cinema Club,"November 05, 2014 at 07:16PM",Something Good Can Work,0.833445,"indietronica,new rave,alternative dance,synthpop,dance-punk,irish rock,indie rock,indie pop"
MGMT,"November 05, 2014 at 07:19PM",Kids,0.13683,"indietronica,alternative dance,dance-punk,neo-psychedelic,new rave,synthpop,indie pop,indie rock"
Ratatat,"November 05, 2014 at 07:24PM",Lex,0.767396,"indietronica,dance-punk,alternative dance,new rave,post rock,synthpop"
Of Monsters and Men,"November 05, 2014 at 07:28PM",Mountain Sound,0.709438,"folk-pop,metropopolis,indie folk,stomp and holler,shimmer pop,indie pop,icelandic pop,chamber pop,indietronica"
Vampire Weekend,"November 05, 2014 at 07:33PM",Holiday,0.665802,"indie pop,indie rock,indietronica,chamber pop,indie folk,lo-fi,folk-pop"
Edward Sharpe & The Magnetic Zeros,"November 05, 2014 at 07:35PM",40 Day Dream,0.482967,"indie folk,indie pop,stomp and holler,folk-pop,chamber pop,indie rock"
Franz Ferdinand,"November 05, 2014 at 07:39PM",Take Me Out,0.896858,"dance-punk,indie rock,rock"
Crystal Castles,"November 05, 2014 at 07:43PM",Vanished,0.873361,"new rave,alternative dance,electroclash,indietronica,nintendocore,synthpop,dance-punk,digital hardcore,electro house,chiptune,nu gaze"
The White Stripes,"November 05, 2014 at 07:47PM",We're Going to Be Friends,0.477866,"garage rock,punk blues,permanent wave,alternative rock,indie rock,blues-rock"
Death Cab for Cutie,"November 05, 2014 at 07:50PM",Soul Meets Body,0.294795,"indie christmas,indie pop,indie rock,folk christmas"
The Fratellis,"November 05, 2014 at 07:54PM",Chelsea Dagger,0.820009,"garage rock,indie christmas,indie rock"
Tegan and Sara,"November 05, 2014 at 07:57PM",Walking With a Ghost,0.475806,"metropopolis,indie christmas,permanent wave,lilith,indie pop,folk christmas,canadian indie,synthpop"
MGMT,"November 05, 2014 at 08:26PM",Electric Feel (Justice Remix),0.793497,"indietronica,alternative dance,dance-punk,neo-psychedelic,new rave,synthpop,indie pop,indie rock"
Edward Sharpe & The Magnetic Zeros,"November 05, 2014 at 08:33PM",Janglin',0.43642,"indie folk,indie pop,stomp and holler,folk-pop,chamber pop,indie rock"
M83,"November 05, 2014 at 08:37PM",Midnight City,0.707186,"nu gaze,indietronica,metropopolis,dream pop,synthpop,indie r&b,alternative dance,indie pop"
Death Cab for Cutie,"November 05, 2014 at 08:41PM",I Will Follow You Into The Dark,0.405177,"indie christmas,indie pop,indie rock,folk christmas"
The Bravery,"November 05, 2014 at 08:44PM",Believe,0.946741,"dance-punk,indie rock,new rave,garage rock,indietronica,alternative dance"
Modest Mouse,"November 05, 2014 at 08:48PM",World at Large,0.480024,"indie rock,lo-fi,alternative rock,indie pop,neo-psychedelic,indie folk,noise pop,chamber pop"
The Shins,"November 05, 2014 at 08:53PM",Caring Is Creepy,0.348546,"indie pop,indie christmas,indie rock,chamber pop,indie folk,lo-fi,stomp and holler,neo-psychedelic,folk christmas,folk-pop,alternative rock"
Spoon,"November 05, 2014 at 08:56PM",I Turn My Camera On,0.372725,"indie rock,lo-fi,alternative rock,indie pop,chamber pop,garage rock,noise pop,neo-psychedelic,dance-punk,indie folk,stomp and holler"
Two Door Cinema Club,"November 05, 2014 at 09:04PM",What You Know,0.752621,"indietronica,new rave,alternative dance,synthpop,dance-punk,irish rock,indie rock,indie pop"
Miike Snow,"November 05, 2014 at 09:07PM",Animal (Punks Jump Up Remix),0.64904,"indietronica,alternative dance,synthpop,new rave,indie pop"
Spoon,"November 05, 2014 at 09:13PM",The Underdog,0.636511,"indie rock,lo-fi,alternative rock,indie pop,chamber pop,garage rock,noise pop,neo-psychedelic,dance-punk,indie folk,stomp and holler"
MGMT,"November 05, 2014 at 09:17PM","Of Moons, Birds & Monsters",0.910812,"indietronica,alternative dance,dance-punk,neo-psychedelic,new rave,synthpop,indie pop,indie rock"
Of Monsters and Men,"November 05, 2014 at 09:22PM",Dirty Paws,0.592962,"folk-pop,metropopolis,indie folk,stomp and holler,shimmer pop,indie pop,icelandic pop,chamber pop,indietronica"
Weezer,"November 05, 2014 at 09:26PM",Island in the Sun,0.812658,"permanent wave,alternative rock,punk christmas,power pop,indie christmas,pop christmas,rock"
Morcheeba,"November 05, 2014 at 09:42PM",Trigger Hippie,0.624168,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
MGMT,"November 06, 2014 at 10:58AM",The Handshake,0.832227,"indietronica,alternative dance,dance-punk,neo-psychedelic,new rave,synthpop,indie pop,indie rock"
Starfucker,"November 06, 2014 at 11:02AM",Rawnald Gregory Erickson The Second,0.358194,"indietronica,portland indie,chillwave,indie pop,alternative dance,shimmer pop,new rave,synthpop,nu gaze"
Phoenix,"November 07, 2014 at 09:49AM",Long Distance Call,0.496102,"indietronica,indie pop,synthpop,indie rock"
The Black Keys,"November 07, 2014 at 09:52AM",Howlin' for You,0.472312,"garage rock,punk blues,blues-rock,modern blues,indie rock"
Two Door Cinema Club,"November 07, 2014 at 09:55AM",Undercover Martyn,0.872846,"indietronica,new rave,alternative dance,synthpop,dance-punk,irish rock,indie rock,indie pop"
The Strokes,"November 07, 2014 at 09:59AM",Reptilia,0.645159,"garage rock,indie rock,permanent wave"
Ratatat,"November 07, 2014 at 10:01AM",Mandy,0.894521,"indietronica,dance-punk,alternative dance,new rave,post rock,synthpop"
Morcheeba,"November 07, 2014 at 10:04AM",Small Town,0.35592,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
Emancipator,"November 07, 2014 at 11:35AM",When I Go,0.551294,"trip hop,downtempo,chill-out,nu jazz,ninja"
Air,"November 07, 2014 at 11:41AM",Alone in Kyoto,0.217448,"electronic,chill-out,trip hop,ambient"
Ratatat,"November 07, 2014 at 11:46AM",Bilar,0.824534,"indietronica,dance-punk,alternative dance,new rave,post rock,synthpop"
D Numbers,"November 07, 2014 at 11:51AM",Xylem Up,0.649063,
Visioneers,"November 07, 2014 at 11:56AM",Ike's Mood I,0.74839,"deep downtempo fusion,ambeat"
Inf,"November 07, 2014 at 12:01PM","Power Moves, Baby",0.709684,
Massive Attack,"November 07, 2014 at 04:26PM",Karmacoma,0.288552,"trip hop,chill-out,electronic,downtempo,trance hop"
Morcheeba,"November 07, 2014 at 04:31PM",Gained the World,0.504412,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
Ivy,"November 07, 2014 at 04:34PM",Midnight Sun,0.663011,
Martina Topley-Bird,"November 07, 2014 at 04:40PM",I Still Feel,0.517119,"trip hop,chill-out,downtempo,electronic"
Daddy G,"November 18, 2014 at 09:46PM",Non Non Non,0.661169,"deep downtempo fusion,trip hop,downtempo"
Beth Orton,"November 18, 2014 at 09:50PM",Water From A Vine Leaf,0.836788,"lilith,folk-pop,singer-songwriter,new wave pop,british folk,chamber pop"
Josh One,"November 18, 2014 at 09:59PM",Contemplation,0.69803,deep downtempo fusion
Morcheeba,"November 18, 2014 at 10:02PM",Thumbnails,0.871064,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
The Submarines,"November 18, 2014 at 10:04PM",1940 (Amplive Remix),0.936353,"indie pop,indietronica,synthpop,chamber pop,indie rock"
Hard-Fi,"November 19, 2014 at 11:05AM",Unnecessary Trouble,0.877955,"dance-punk,british indie rock,britpop,indie rock,garage rock,new rave,madchester,rock"
Kasabian,"November 19, 2014 at 11:09AM",Butcher Blues,0.556273,"garage rock,madchester,neo-psychedelic,indie rock,rock"
Brad Sucks,"November 19, 2014 at 11:14AM",Making Me Nervous,0.592807,commons
The Bravery,"November 19, 2014 at 11:17AM",Fistful Of Sand,0.939813,"dance-punk,indie rock,new rave,garage rock,indietronica,alternative dance"
Bloc Party,"November 19, 2014 at 11:20AM",Pioneers,0.953854,"dance-punk,indie rock,indietronica"
Hard-Fi,"November 19, 2014 at 11:24AM",Tonight,0.709713,"dance-punk,british indie rock,britpop,indie rock,garage rock,new rave,madchester,rock"
Kasabian,"November 19, 2014 at 11:28AM",Cutt Off,0.824278,"garage rock,madchester,neo-psychedelic,indie rock,rock"
The Killers,"November 19, 2014 at 11:33AM",Jenny Was a Friend of Mine,0.974473,"permanent wave,indie christmas,indie rock,vegas indie,rock,pop rock,pop christmas"
The Bravery,"November 19, 2014 at 11:37AM",Believe,0.946741,"dance-punk,indie rock,new rave,garage rock,indietronica,alternative dance"
Arctic Monkeys,"November 19, 2014 at 11:41AM",Perhaps Vampires Is A Bit Strong But..,0.906863,"sheffield indie,permanent wave,indie rock"
The Good Luck Joes,"November 19, 2014 at 11:46AM",Fugitive,0.857869,
Hard-Fi,"November 19, 2014 at 11:50AM",Stars Of CCTV,0.828363,"dance-punk,british indie rock,britpop,indie rock,garage rock,new rave,madchester,rock"
Franz Ferdinand,"November 19, 2014 at 11:54AM",This Fire,0.91029,"dance-punk,indie rock,rock"
Morcheeba,"November 16, 2014 at 06:09PM",Get Along (feat. Pace Won),0.564943,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
Nina Simone,"November 16, 2014 at 06:12PM",Feeling Good,0.031949,"vocal jazz,jazz blues,cabaret,lounge,jazz christmas,christmas"
Tosca,"November 16, 2014 at 06:15PM",Joe Si Ha,0.408073,"chill-out,downtempo,trip hop,nu jazz,acid jazz,electronic,big beat,ninja,deep house,lounge"
Everything But the Girl,"November 16, 2014 at 06:20PM",Single (Brad Wood Memphis remix),0.604942,"chill-out,electronic,trip hop,new wave pop,downtempo,big beat"
Blackmill,"November 16, 2014 at 06:25PM",Let It Be,0.592205,"chillstep,catstep"
Morcheeba,"November 16, 2014 at 06:36PM",Recipe For Disaster,0.217143,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
Shawn Lee's Ping Pong Orchestra,"November 18, 2014 at 03:32PM",Kiss the Sky,0.711624,"deep funk,soul christmas"
Josh One,"November 18, 2014 at 03:36PM",Narrow Path,0.689755,deep downtempo fusion
Bonobo,"November 18, 2014 at 03:41PM",Kong,0.697894,"downtempo,trip hop,ninja,chill-out,nu jazz,acid jazz,electronic,turntablism,big beat"
Hooverphonic,"November 18, 2014 at 03:46PM",Mad About You,0.877687,"chill-out,trip hop,downtempo,electronic,dream pop,lounge"
Radio Citizen,"November 18, 2014 at 03:50PM",El Cielo,0.306223,"nu jazz,chill-out,downtempo"
Flunk,"November 18, 2014 at 03:53PM",Morning Star (Parliavox remix),0.51443,"chill-out,trip hop,downtempo,lounge,electronic"
Morcheeba,"November 18, 2014 at 03:58PM",Blue Chair,0.795284,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
Moby,"November 18, 2014 at 04:19PM",Run On,0.704842,"electronic,big beat"
Dot Allison,"November 08, 2014 at 05:47PM",Colour Me,0.714551,"chill-out,trip hop,electronic"
Thievery Corporation,"November 08, 2014 at 05:51PM",Beautiful Drug,0.31898,"downtempo,chill-out,acid jazz,trip hop,lounge,nu jazz,electronic"
Bonobo,"November 08, 2014 at 05:55PM",Days To Come,0.427231,"downtempo,trip hop,ninja,chill-out,nu jazz,acid jazz,electronic,turntablism,big beat"
Télépopmusik,"November 08, 2014 at 05:59PM",Don't Look Back,0.420488,
Tom Middleton,"November 08, 2014 at 06:27PM",Serendipity,0.472231,"ambient fusion,deep house,electronic,chill-out,downtempo"
Morcheeba,"November 08, 2014 at 06:36PM",Everybody Loves a Loser,0.824333,"chill-out,trip hop,downtempo,electronic,bmore,nu jazz,lounge,big beat"
